datetime,id,value
1590980400,2,0.018
1590980400,3,0.047
1590980400,5,0.047
1590980400,6,0.003
1590980400,9,0.004
1590981300,2,0.019
1590981300,3,0.047
1590981300,5,0.036
1590981300,6,0.003
1590981300,9,0.031
1590982200,2,0.004
1590982200,3,0.047
1590982200,5,0.046
1590982200,6,0.003
1590982200,9,0.035
1590983100,2,0.019
1590983100,3,0.047
1590983100,5,0.032
1590983100,6,0.003
1590983100,9,0.007
1590984000,2,0.018
1590984000,3,0.047
1590984000,5,0.069
1590984000,6,0.003
1590984000,9,0.035
1590984900,2,0.004
1590984900,3,0.048
1590984900,5,0.03
1590984900,6,0.003
1590984900,9,0.0
1590985800,2,0.019
1590985800,3,0.046
1590985800,5,0.036
1590985800,6,0.003
1590985800,9,0.0
1590986700,2,0.018
1590986700,3,0.048
1590986700,5,0.02
1590986700,6,0.003
1590986700,9,0.012
1590987600,2,0.005
1590987600,3,0.046
1590987600,5,0.034
1590987600,6,0.003
1590987600,9,0.022
1590988500,2,0.018
1590988500,3,0.047
1590988500,5,0.028
1590988500,6,0.003
1590988500,9,0.005
1590989400,2,0.016
1590989400,3,0.047
1590989400,5,0.054
1590989400,6,0.003
1590989400,9,0.038
1590990300,2,0.006
1590990300,3,0.046
1590990300,5,0.02
1590990300,6,0.003
1590990300,9,0.034
1590991200,2,0.019
1590991200,3,0.046
1590991200,5,0.033
1590991200,6,0.003
1590991200,9,0.0
1590992100,2,0.014
1590992100,3,0.046
1590992100,5,0.025
1590992100,6,0.003
1590992100,9,0.0
1590993000,2,0.008
1590993000,3,0.047
1590993000,5,0.03
1590993000,6,0.003
1590993000,9,0.01
1590993900,2,0.018
1590993900,3,0.046
1590993900,5,0.033
1590993900,6,0.003
1590993900,9,0.025
1590994800,2,0.014
1590994800,3,0.046
1590994800,5,0.048
1590994800,6,0.003
1590994800,9,0.0
1590995700,2,0.009
1590995700,3,0.047
1590995700,5,0.023
1590995700,6,0.003
1590995700,9,0.011
1590996600,2,0.018
1590996600,3,0.046
1590996600,5,0.032
1590996600,6,0.003
1590996600,9,0.064
1590997500,2,0.012
1590997500,3,0.047
1590997500,5,0.02
1590997500,6,0.003
1590997500,9,0.003
1590998400,2,0.01
1590998400,3,0.047
1590998400,5,0.035
1590998400,6,0.003
1590998400,9,0.0
1590999300,2,0.018
1590999300,3,0.047
1590999300,5,0.024
1590999300,6,0.003
1590999300,9,0.0
1591000200,2,0.01
1591000200,3,0.047
1591000200,5,0.056
1591000200,6,0.003
1591000200,9,0.035
1591001100,2,0.012
1591001100,3,0.047
1591001100,5,0.02
1591001100,6,0.003
1591001100,9,0.0
1591002000,2,0.018
1591002000,3,0.047
1591002000,5,0.036
1591002000,6,0.003
1591002000,9,0.0
1591002900,2,0.008
1591002900,3,0.046
1591002900,5,0.036
1591002900,6,0.003
1591002900,9,0.027
1591003800,2,0.014
1591003800,3,0.048
1591003800,5,0.02
1591003800,6,0.038
1591003800,9,0.05
1591004700,2,0.086
1591004700,3,0.048
1591004700,5,0.015
1591004700,6,0.044
1591004700,9,0.0
1591005600,2,0.193
1591005600,3,0.048
1591005600,5,0.034
1591005600,6,0.043
1591005600,9,0.0
1591006500,2,0.2
1591006500,3,0.047
1591006500,5,0.006
1591006500,6,0.004
1591006500,9,0.032
1591007400,2,0.2
1591007400,3,0.047
1591007400,5,0.02
1591007400,6,0.006
1591007400,9,0.003
1591008300,2,0.188
1591008300,3,0.032
1591008300,5,0.006
1591008300,6,0.018
1591008300,9,0.0
1591009200,2,0.197
1591009200,3,0.0
1591009200,5,0.014
1591009200,6,0.014
1591009200,9,0.0
1591010100,2,0.197
1591010100,3,0.0
1591010100,5,0.026
1591010100,6,0.038
1591010100,9,0.034
1591011000,2,0.186
1591011000,3,0.0
1591011000,5,0.027
1591011000,6,0.008
1591011000,9,0.042
1591011900,2,0.25
1591011900,3,0.0
1591011900,5,0.028
1591011900,6,0.009
1591011900,9,0.001
1591012800,2,0.129
1591012800,3,0.0
1591012800,5,0.002
1591012800,6,0.006
1591012800,9,0.0
1591013700,2,0.005
1591013700,3,0.0
1591013700,5,0.016
1591013700,6,0.005
1591013700,9,0.041
1591014600,2,0.018
1591014600,3,0.0
1591014600,5,0.006
1591014600,6,0.016
1591014600,9,0.009
1591015500,2,0.014
1591015500,3,0.0
1591015500,5,0.013
1591015500,6,0.006
1591015500,9,0.0
1591016400,2,0.008
1591016400,3,0.0
1591016400,5,0.029
1591016400,6,0.005
1591016400,9,0.006
1591017300,2,0.018
1591017300,3,0.0
1591017300,5,0.336
1591017300,6,0.005
1591017300,9,0.029
1591018200,2,0.012
1591018200,3,0.0
1591018200,5,0.765
1591018200,6,0.006
1591018200,9,0.007
1591019100,2,0.009
1591019100,3,0.0
1591019100,5,0.036
1591019100,6,0.006
1591019100,9,0.039
1591020000,2,0.018
1591020000,3,0.0
1591020000,5,0.041
1591020000,6,0.004
1591020000,9,0.007
1591020900,2,0.009
1591020900,3,0.0
1591020900,5,0.028
1591020900,6,0.004
1591020900,9,0.028
1591021800,2,0.039
1591021800,3,0.0
1591021800,5,0.034
1591021800,6,0.004
1591021800,9,0.0
1591022700,2,0.038
1591022700,3,0.0
1591022700,5,0.027
1591022700,6,0.002
1591022700,9,0.001
1591023600,2,0.045
1591023600,3,0.0
1591023600,5,0.024
1591023600,6,0.003
1591023600,9,0.036
1591024500,2,0.059
1591024500,3,0.0
1591024500,5,0.012
1591024500,6,0.004
1591024500,9,0.001
1591025400,2,0.059
1591025400,3,0.0
1591025400,5,0.027
1591025400,6,0.003
1591025400,9,0.002
1591026300,2,0.061
1591026300,3,0.0
1591026300,5,0.023
1591026300,6,0.003
1591026300,9,0.045
1591027200,2,0.038
1591027200,3,0.0
1591027200,5,0.043
1591027200,6,0.007
1591027200,9,0.049
1591028100,2,0.049
1591028100,3,0.0
1591028100,5,0.034
1591028100,6,0.005
1591028100,9,0.002
1591029000,2,0.049
1591029000,3,0.0
1591029000,5,0.017
1591029000,6,0.002
1591029000,9,0.004
1591029900,2,0.034
1591029900,3,0.0
1591029900,5,0.047
1591029900,6,0.002
1591029900,9,0.03
1591030800,2,0.045
1591030800,3,0.0
1591030800,5,0.04
1591030800,6,0.002
1591030800,9,0.0
1591031700,2,0.046
1591031700,3,0.0
1591031700,5,0.069
1591031700,6,0.003
1591031700,9,0.016
1591032600,2,0.037
1591032600,3,0.0
1591032600,5,0.02
1591032600,6,0.002
1591032600,9,0.068
1591033500,2,0.041
1591033500,3,0.0
1591033500,5,0.025
1591033500,6,0.002
1591033500,9,0.068
1591034400,2,0.047
1591034400,3,0.0
1591034400,5,0.012
1591034400,6,0.004
1591034400,9,0.349
1591035300,2,0.041
1591035300,3,0.0
1591035300,5,0.028
1591035300,6,0.011
1591035300,9,0.465
1591036200,2,0.04
1591036200,3,0.0
1591036200,5,0.045
1591036200,6,0.029
1591036200,9,0.13
1591037100,2,0.046
1591037100,3,0.0
1591037100,5,0.024
