datetime,id,value
1575169200,2,0.05
1575169200,3,0.049
1575169200,5,0.067
1575169200,6,0.053
1575169200,9,0.046
1575170100,2,0.04
1575170100,3,0.049
1575170100,5,0.067
1575170100,6,0.053
1575170100,9,0.034
1575171000,2,0.024
1575171000,3,0.049
1575171000,5,0.062
1575171000,6,0.052
1575171000,9,0.093
1575171900,2,0.042
1575171900,3,0.048
1575171900,5,0.06
1575171900,6,0.051
1575171900,9,0.06
1575172800,2,0.038
1575172800,3,0.049
1575172800,5,0.058
1575172800,6,0.051
1575172800,9,0.223
1575173700,2,0.038
1575173700,3,0.049
1575173700,5,0.051
1575173700,6,0.05
1575173700,9,0.041
1575174600,2,0.036
1575174600,3,0.048
1575174600,5,0.038
1575174600,6,0.031
1575174600,9,0.025
1575175500,2,0.034
1575175500,3,0.05
1575175500,5,0.038
1575175500,6,0.011
1575175500,9,0.14
1575176400,2,0.012
1575176400,3,0.05
1575176400,5,0.036
1575176400,6,0.012
1575176400,9,0.023
1575177300,2,0.036
1575177300,3,0.049
1575177300,5,0.038
1575177300,6,0.011
1575177300,9,0.027
1575178200,2,0.011
1575178200,3,0.05
1575178200,5,0.038
1575178200,6,0.012
1575178200,9,0.0
1575179100,2,0.035
1575179100,3,0.049
1575179100,5,0.037
1575179100,6,0.007
1575179100,9,0.056
1575180000,2,0.012
1575180000,3,0.05
1575180000,5,0.038
1575180000,6,0.004
1575180000,9,0.049
1575180900,2,0.029
1575180900,3,0.05
1575180900,5,0.024
1575180900,6,0.003
1575180900,9,0.0
1575181800,2,0.017
1575181800,3,0.049
1575181800,5,0.022
1575181800,6,0.003
1575181800,9,0.0
1575182700,2,0.021
1575182700,3,0.049
1575182700,5,0.042
1575182700,6,0.003
1575182700,9,0.079
1575183600,2,0.025
1575183600,3,0.049
1575183600,5,0.046
1575183600,6,0.003
1575183600,9,0.025
1575184500,2,0.012
1575184500,3,0.05
1575184500,5,0.045
1575184500,6,0.003
1575184500,9,0.0
1575185400,2,0.032
1575185400,3,0.049
1575185400,5,0.043
1575185400,6,0.004
1575185400,9,0.03
1575186300,2,0.012
1575186300,3,0.05
1575186300,5,0.043
1575186300,6,0.003
1575186300,9,0.029
1575187200,2,0.022
1575187200,3,0.05
1575187200,5,0.025
1575187200,6,0.003
1575187200,9,0.043
1575188100,2,0.023
1575188100,3,0.029
1575188100,5,0.022
1575188100,6,0.003
1575188100,9,0.121
1575189000,2,0.01
1575189000,3,0.0
1575189000,5,0.021
1575189000,6,0.003
1575189000,9,0.047
1575189900,2,0.03
1575189900,3,0.0
1575189900,5,0.022
1575189900,6,0.004
1575189900,9,0.0
1575190800,2,0.015
1575190800,3,0.0
1575190800,5,0.025
1575190800,6,0.003
1575190800,9,0.036
1575191700,2,0.017
1575191700,3,0.0
